"row_index","Act Number","chapter_index","chapter","dialogue_index","line_index","speaker","line","happiness","ambitious","surprise","anger","sadness","fear","neutral"
"20","1","3","Spring Meadows","6","2","Lune","On the beach… some did disappear.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"21","1","3","Spring Meadows","6","3","Gustave","He wasn’t a Nevron.","0.0","0.0","0.0","0.0","0.2","0.0","0.8"
"22","1","3","Spring Meadows","6","4","Lune","Something about the way Nevrons kill seems to affect our chroma…","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"23","1","3","Spring Meadows","6","5","Gustave","Perhaps your friend here can enlighten us.","0.0","0.3","0.0","0.0","0.0","0.0","0.7"
"24","1","3","Spring Meadows","6","6","Jar","(gibberish) Enlighten… Light… I need light…","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"25","1","3","Spring Meadows","6","7","Gustave","It really does speak.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"26","1","3","Spring Meadows","6","8","Lune","What do you mean, light?","0.0","0.0","0.6","0.0","0.0","0.0","0.4"
"27","1","3","Spring Meadows","6","9","Gustave","Did you kill these people?","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"28","1","3","Spring Meadows","6","10","Jar","(gibberish) I would never plunge others into darkness. I was painted to bring light.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"29","1","3","Spring Meadows","6","11","Lune","Painted? By the Paintress?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"30","1","3","Spring Meadows","6","12","Jar","(gibberish) Paint-tress? Yes. She painted me. Help me… Find light.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"31","1","3","Spring Meadows","6","13","Lune","If we bring it light, perhaps we can learn more…","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"32","1","3","Spring Meadows","6","14","Gustave","I’m not sure that’s a good idea…","0.0","0.0","0.0","0.0","0.0","0.6","0.4"
"33","1","3","Spring Meadows","7","0","Lune","Flares!","0.0","0.3","0.7","0.0","0.0","0.0","0.0"
"34","1","3","Spring Meadows","7","1","Gustave","Survivors!","0.3","0.0","0.7","0.0","0.0","0.0","0.0"
"35","1","3","Spring Meadows","7","2","Lune","Hurry!","0.0","0.6","0.0","0.0","0.0","0.4","0.0"
"36","1","3","Spring Meadows","8","0","Gustave","LEO!","0.0","0.0","0.0","0.7","0.0","0.3","0.0"
"37","1","3","Spring Meadows","8","1","Lune","Fuck, it’s big. Fall back!","0.0","0.0","0.0","0.0","0.0","0.9","0.1"
"38","1","3","Spring Meadows","8","2","Gustave","Putain de merde!","0.0","0.0","0.0","0.8","0.0","0.2","0.0"
"39","1","3","Spring Meadows","9","0","Lune","Celebrate later. There’ll be others. We should be safe up in the tree.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"40","1","3","Spring Meadows","9","1","Gustave","Yeah. PUTAIN. Nobody.","0.0","0.0","0.0","0.5","0.0","0.0","0.5"
"41","1","3","Spring Meadows","9","2","Lune","Wait. There’s a message on the wall—“Took Maelle to the weird corals. Head north. Look for a door inside a hut.”","0.0","0.0","0.4","0.0","0.0","0.0","0.6"
"42","1","3","Spring Meadows","9","3","Gustave","Maelle?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"43","1","3","Spring Meadows","9","4","Lune","This doesn’t make sense. Who would have written this? It sounds like an Expeditioner, but everyone KNOWS to sign their messages.","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"44","1","3","Spring Meadows","9","5","Gustave","Yeah, but they might’ve been in a hurry.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"45","1","3","Spring Meadows","9","6","Lune","I dunno. Doesn’t sound like anyone on the team. What if it’s a trap? The man on the beach–","0.0","0.0","0.0","0.0","0.0","0.8","0.2"
"46","1","3","Spring Meadows","9","7","Gustave","It’s a lead, our only lead. Whoever this is knows Maelle. We have to go.","0.0","0.7","0.0","0.0","0.0","0.0","0.3"
"47","1","3","Spring Meadows","9","8","Lune","No, not yet. Protocol is to regroup at the Rally Point and wait three days. This message feels off. If it was an Expeditioner, they would have stayed here. Everyone knows the protocol.","0.0","0.0","0.0","0.0","0.0","0.6","0.4"
"48","1","3","Spring Meadows","9","9","Gustave","Right, but they may have been in danger. Maybe this location has been compromised. Things change in the field.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"49","1","3","Spring Meadows","9","10","Lune","There’s a REASON it’s protocol.","0.0","0.0","0.0","0.4","0.0","0.0","0.6"
"50","1","3","Spring Meadows","9","11","Gustave","Protocol doesn’t cover every contingency. You know that.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"51","1","3","Spring Meadows","9","12","Lune","There’s a REASON it’s protocol. We designed it to yield the optimal result in the vast majority of situations.","0.0","0.3","0.0","0.3","0.0","0.0","0.4"
"52","1","3","Spring Meadows","9","13","Gustave","Was our entire team dying part of that “optimal result?” Look. I’m going after Maelle. Protocol also states “Never move solo.” I’ll let you choose which protocol to break.","0.0","0.5","0.0","0.3","0.2","0.0","0.0"
"53","1","3","Spring Meadows","9","14","Lune","Merde.","0.0","0.0","0.0","0.6","0.4","0.0","0.0"
"54","1","3","Spring Meadows","10","0","Lune","So. The message said head north. To the “weird corals.”","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"55","1","3","Spring Meadows","10","1","Gustave","And a door in a hut.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"56","1","3","Spring Meadows","10","2","Lune","It’s been a long day, we should make camp.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"57","1","3","Spring Meadows","10","3","Gustave","I’m fine. Let’s keep going.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"58","1","3","Spring Meadows","10","4","Lune","We won’t find Maelle if we’re dead.","0.0","0.0","0.0","0.0","0.0","0.7","0.3"
"59","1","3","Spring Meadows","11","0","Gustave","I’m sorry about earlier. The beach was not your fault–","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"60","1","3","Spring Meadows","11","1","Lune","No, it was. I convinced Alan to land there.","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"61","1","3","Spring Meadows","11","2","Gustave","So, uh… We can rest a bit, but the moon is bright, I want to keep moving.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"62","1","3","Spring Meadows","11","3","Lune","Have you learned nothing from the beach?","0.0","0.0","0.0","0.5","0.0","0.0","0.5"
"63","1","3","Spring Meadows","11","4","Gustave","I’m not leaving Maelle alone a minute longer than I have to.","0.0","0.6","0.0","0.0","0.4","0.0","0.0"
"64","1","3","Spring Meadows","11","5","Lune","But right now, it’s just the two of us and I don’t want to bring Maelle your corpse. We have to think every step through. The man on the beach, you saw what he did. But more than that… You saw his face. He must be, what, 50? 60? Yet he survived the Gommage. We don’t know who we’re dealing with. We lost everyone in an instant–","0.0","0.0","0.0","0.0","0.5","0.4","0.1"
"65","1","3","Spring Meadows","11","6","Gustave","Exactly. He killed us all so easily, he doesn’t need to fake a message. Lucien– Lucien died to save me. And, and Tristan, Margot, they… they all… I am not letting Maelle die out here. I’m taking her home.","0.0","0.0","0.0","0.3","0.7","0.0","0.0"
"66","1","3","Spring Meadows","11","7","Lune","What, No, no, no. We have a mission–","0.0","0.0","0.0","0.6","0.0","0.0","0.4"
"67","1","3","Spring Meadows","11","8","Gustave","Oh, fuck the mission! Fuck the mission, Lune. What are we gonna do, huh? Tell me. What are we gonna do? We’re gonna take down the Paintress, just the three of us? My… my gun and… and your sparks?","0.0","0.0","0.0","0.8","0.2","0.0","0.0"
"68","1","3","Spring Meadows","11","9","Lune","I didn’t take you for a coward.","0.0","0.0","0.0","0.7","0.0","0.0","0.3"
"69","1","3","Spring Meadows","11","10","Gustave","I’m not a coward.","0.0","0.0","0.0","0.5","0.0","0.0","0.5"
"70","1","3","Spring Meadows","11","11","Lune","You swore the oath. “When one falls. We. Continue.”","0.0","0.0","0.0","0.4","0.0","0.0","0.6"
"71","1","3","Spring Meadows","11","12","Gustave","Yes, I know.","0.0","0.0","0.0","0.3","0.0","0.0","0.7"
"72","1","3","Spring Meadows","11","13","Lune","When one falls. WHEN one falls. Not if. When. We knew not all of us would make it. But “WE. CONTINUE.” As long as even one of us stands, our fight is not over.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"73","1","3","Spring Meadows","11","14","Gustave","But I’m not afraid to fight, it’s just Maelle, she’s–","0.0","0.0","0.0","0.4","0.6","0.0","0.0"
"74","1","3","Spring Meadows","11","15","Lune","Maelle swore the same oath.","0.0","0.0","0.0","0.3","0.0","0.0","0.7"
"75","1","3","Spring Meadows","11","16","Gustave","I know that!","0.0","0.0","0.0","0.5","0.0","0.0","0.5"
"76","1","3","Spring Meadows","11","17","Lune","She chose her life! You and I… Come on… we always said the future of Lumière is more important than any–","0.0","0.0","0.0","0.3","0.0","0.0","0.7"
"77","1","3","Spring Meadows","11","18","Gustave","Than any individual life, yes.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"78","1","3","Spring Meadows","11","19","Lune","Yes, do you still believe that? Do you still believe that? Do you?","0.0","0.0","0.0","0.4","0.0","0.0","0.6"
"79","1","3","Spring Meadows","11","20","Gustave","I hope I do.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"80","1","3","Spring Meadows","11","21","Lune","“Fuck the mission.” Really?","0.0","0.0","0.0","0.5","0.0","0.0","0.5"
"81","1","3","Spring Meadows","11","22","Gustave","Sorry.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"0","1","4","Flying Waters","0","0","Gustave","68. Elodie’s expedition.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"1","1","4","Flying Waters","0","1","Lune","You know the commanders of every expedition?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"2","1","4","Flying Waters","0","2","Gustave","Expedition 68. Their boat was blown into the air by a storm. Lumière lost sight of it, but assumed they crashed on the continent.","0.0","0.0","0.0","0.0","0.3","0.4","0.3"
"3","1","4","Flying Waters","0","3","Lune","And they survived. The storm, at least.","0.0","0.0","0.0","0.0","0.3","0.3","0.4"
"4","1","4","Flying Waters","0","4","Gustave","Alright, let’s keep moving. We’ve found the “weird corals.” Maelle must be close by.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"5","1","4","Flying Waters","2","0","Gustave","Over there! A hut.","0.0","0.4","0.3","0.0","0.0","0.0","0.3"
"6","1","4","Flying Waters","2","1","Lune","Slow down, we don’t know what’s inside yet.","0.0","0.0","0.0","0.0","0.0","0.6","0.4"
"7","1","4","Flying Waters","2","2","Gustave","Look, there’s a door inside.","0.0","0.3","0.0","0.0","0.0","0.0","0.7"
"8","1","4","Flying Waters","2","3","Lune","Seems empty. Let’s go. Someone lives her– Fuck!","0.0","0.0","0.6","0.0","0.0","0.4","0.0"
"9","1","4","Flying Waters","3","0","Lune","Where are we? This is–","0.0","0.0","0.5","0.0","0.0","0.3","0.2"
"10","1","4","Flying Waters","3","1","Gustave","MAELLE!","0.0","0.5","0.3","0.0","0.0","0.0","0.2"
"11","1","4","Flying Waters","4","0","Gustave","Maelle?","0.0","0.3","0.4","0.0","0.0","0.0","0.3"
"12","1","4","Flying Waters","4","1","Maelle","Gustave? Are you real? Ooof. Well, you sure smell real enough.","0.5","0.0","0.3","0.0","0.0","0.0","0.2"
"13","1","4","Flying Waters","4","2","Gustave","No, I don’t. I’m sorry. I thought that y– On the beach, I saw you and I… I couldn’t… I’m sorry, I’m so sorry. I shoul– I should’ve– I should’ve come for you, and…","0.0","0.0","0.0","0.0","0.7","0.2","0.1"
"14","1","4","Flying Waters","4","3","Maelle","It’s okay. It’s okay. We made it.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"15","1","4","Flying Waters","4","4","Gustave","I was worried.","0.0","0.0","0.0","0.0","0.5","0.3","0.2"
"16","1","4","Flying Waters","4","5","Lune","How did you end up here?","0.0","0.0","0.0","0.0","0.0","0.4","0.6"
"17","1","4","Flying Waters","4","6","Maelle","I don’t know– It’s all a blur. I remember everyone at the beach. Then I woke up here. With– with him. He’s been helping me a lot. He reinforced all my Pictos.","0.0","0.0","0.0","0.0","0.3","0.3","0.4"
"18","1","4","Flying Waters","4","7","Lune","What is he?","0.0","0.0","0.3","0.0","0.0","0.4","0.3"
"19","1","4","Flying Waters","4","8","Maelle","I’m not sure, he doesn’t really talk.","0.0","0.0","0.0","0.0","0.0","0.4","0.6"
"20","1","4","Flying Waters","4","9","Lune","The chroma around him. It’s… it’s quite different from the Nevrons.","0.0","0.0","0.3","0.0","0.0","0.4","0.3"
"21","1","4","Flying Waters","5","0","Maelle","How did you find me?","0.0","0.0","0.0","0.0","0.0","0.5","0.5"
"22","1","4","Flying Waters","5","1","Gustave","There was a message at the Indigo Tree.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"23","1","4","Flying Waters","5","2","Lune","Do you know who left it?","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"24","1","4","Flying Waters","5","3","Maelle","A message? Maybe… No, I don’t know.","0.0","0.0","0.3","0.0","0.0","0.3","0.4"
"25","1","4","Flying Waters","6","0","The Curator","(gibberish) …","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"26","1","4","Flying Waters","6","1","Maelle","Again? We just trained earlier!","0.0","0.0","0.0","0.0","0.0","0.4","0.6"
"27","1","4","Flying Waters","6","2","The Curator","(gibberish) …","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"28","1","4","Flying Waters","6","3","Maelle","Alright, alright. But this time, I have backup!","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"29","1","4","Flying Waters","7","0","The Curator","(gibberish) …","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"30","1","4","Flying Waters","7","1","Maelle","That was fun, but I think we’ve had enough training today.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"31","1","4","Flying Waters","7","2","The Curator","(gibberish) …","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"32","1","4","Flying Waters","7","3","Maelle","You could come with us, if you like?","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"33","1","4","Flying Waters","7","4","The Curator","(gibberish) …","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"34","1","4","Flying Waters","7","5","Maelle","If that’s a yes, we’ll see you at the camp.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"35","1","4","Flying Waters","7","6","The Curator","(gibberish) …","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"36","1","4","Flying Waters","9","0","Lune","… the manor and maybe learn something…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"37","1","4","Flying Waters","9","1","Gustave","… yeah, or we could get back to the Indigo Tree…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"38","1","4","Flying Waters","9","2","Maelle","Huh, Noco’s usually here, I wonder where–","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"39","1","4","Flying Waters","9","3","Lune","Is that– A Gestral??","0.0","0.0","0.8","0.0","0.0","0.0","0.2"
"40","1","4","Flying Waters","9","4","Noco","(gibberish) INTRUDERS! Oh, Verso would NOT be pleased. EN GARDE, RUFFIANTS!","0.0","0.0","0.0","0.5","0.0","0.5","0.0"
"41","1","4","Flying Waters","9","5","Maelle","Stop that, you big hairy brush face. Can’t you see they’re human? Noco’s a bit dramatic. But if you’re nice, Noco will trade you lots of useful items for chroma.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"42","1","4","Flying Waters","9","6","Noco","(gibberish) Hrmph. I don’t just trade with ANYONE. Only WORTHY WARRIORS! Are you worthy, moustache man?? Hmm, although, I do like that brush on your face.","0.0","0.0","0.0","0.3","0.0","0.3","0.4"
"43","1","4","Flying Waters","9","7","Lune","So the tales are true– Perhaps the Grandis and the Esquie exist too? Are there more gestrals, like you? I’d love to meet them.","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"44","1","4","Flying Waters","9","8","Noco","(gibberish) Maybe.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"45","1","4","Flying Waters","9","9","Maelle","Noco, you silly scruff! Their village is not far from here.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"46","1","4","Flying Waters","9","10","Lune","Oh, really?","0.3","0.0","0.3","0.0","0.0","0.0","0.4"
"47","1","4","Flying Waters","9","11","Gustave","Lune?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"48","1","4","Flying Waters","9","12","Lune","I know. We don’t have time for detours.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"49","1","4","Flying Waters","9","13","Gustave","Yeah, we need to get to the Paintress.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"50","1","4","Flying Waters","9","14","Noco","(gibberish) The Paintress? How you gonna cross the sea? You’re so slow. And you have no fins.","0.0","0.0","0.0","0.3","0.0","0.3","0.4"
"51","1","4","Flying Waters","9","15","Lune","There’s another sea between here and the Paintress?","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"52","1","4","Flying Waters","9","16","Maelle","Noco, as the BEST Gestral merchant ever, I bet you know a solution? Yeah?","0.3","0.3","0.0","0.0","0.0","0.0","0.4"
"53","1","4","Flying Waters","9","17","Noco","(gibberish) Mmmmmm. Maybe.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"54","1","4","Flying Waters","9","18","Maelle","COME ON, you broomhead. I know you know.","0.4","0.0","0.0","0.0","0.0","0.0","0.6"
"55","1","4","Flying Waters","9","19","Noco","(gibberish) Ahaha, broomhead, that’s good! Excellent, excellent insult! Ok, ok, ask Golgra. Chef has the answer, just go to the Village. In the middle of our Ancient Sanctuary. Red trees everywhere, can’t miss it!","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"56","1","4","Flying Waters","9","20","Gustave","Well, I guess you’ll get to meet more Gestrals.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"57","1","4","Flying Waters","10","0","Lune","These dead Nevrons– Who could’ve done this?","0.0","0.0","0.0","0.0","0.5","0.5","0.0"
"58","1","4","Flying Waters","10","1","Maelle","Guess.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"59","1","4","Flying Waters","10","2","Gustave","So you didn’t just stay in your mansion. Guess we found 68’s boat.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"60","1","4","Flying Waters","10","3","Maelle","There’s a path through the boat.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"61","1","4","Flying Waters","10","4","Lune","That anchor doesn’t look man made…","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"62","1","4","Flying Waters","11","1","Gustave","So many– I don’t like this– Merde. This one is gigantic–","0.0","0.0","0.0","0.0","0.0","0.8","0.2"
"63","1","4","Flying Waters","11","2","Maelle","Avoid those at all costs.","0.0","0.0","0.0","0.0","0.0","0.7","0.3"
"64","1","4","Flying Waters","13","0","Lune","Watch out!","0.0","0.0","0.0","0.0","0.0","0.9","0.1"
"65","1","4","Flying Waters","13","1","Gustave","You alright?","0.0","0.0","0.0","0.0","0.0","0.5","0.5"
"66","1","4","Flying Waters","13","2","Lune","It only attacked when–","0.0","0.0","0.0","0.0","0.0","0.7","0.3"
"67","1","4","Flying Waters","13","3","Maelle","It’s coming!","0.0","0.0","0.0","0.0","0.0","0.9","0.1"
"68","1","4","Flying Waters","14","0","Lune","Gustave, wait! It seems peaceful, as long as we don’t touch the flowers.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"69","1","4","Flying Waters","14","1","Gustave","Yeah, well, let’s not get too sentimental. It’s still a Paintress creation. PUTAIN! Damn, Maelle, what was that?","0.0","0.0","0.0","0.5","0.0","0.3","0.2"
"70","1","4","Flying Waters","14","2","Maelle","It felt… familiar, somehow…","0.0","0.0","0.5","0.0","0.3","0.0","0.2"
"71","1","4","Flying Waters","14","3","Lune","Gustave. We won’t understand what’s going on if we kill everything that moves.","0.0","0.0","0.0","0.3","0.0","0.0","0.7"
"72","1","4","Flying Waters","14","4","Maelle","Look, a red tree. The Gestral village must be ahead.","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"73","1","4","Flying Waters","14","5","Gustave","You know what Nevrons are capable of.","0.0","0.0","0.0","0.0","0.5","0.3","0.2"
"74","1","4","Flying Waters","14","6","Lune","She’ll be fine.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"75","1","4","Flying Waters","14","7","Gustave","She’ll be fine.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"76","1","4","Flying Waters","15","0","Gustave","Still too far…","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"77","1","4","Flying Waters","15","1","Maelle","Being out here isn’t what I expected.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"78","1","4","Flying Waters","15","2","Gustave","As expected. Hey, you okay?","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"79","1","4","Flying Waters","15","3","Maelle","Death out here’s not like death in Lumière, is it? I– uh, I thought I was used to losing people. Like of a foster child, right? But not– not like that– on the beach… that man…","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"80","1","4","Flying Waters","15","4","Gustave","Yeah… yeah, I know… Neurons, we were prepared for, but not… And now, we finally found other survivors and it’s… You know, that’s… that’s the insidious thing about the Gommage. It’s predictable. Almost gentle. It makes Lumière complacent and accepting but… The Gommage is equally violent and death… Death is just as final.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"81","1","4","Flying Waters","15","5","Maelle","I’ve been having nightmares.","0.0","0.0","0.0","0.0","0.3","0.7","0.0"
"82","1","4","Flying Waters","15","6","Gustave","Yeah, me too… Look, If death approaches, I want you to run. No, no, no. Promise me. Run. Especially if we meet the man from the beach. We can’t face him. You see him, you run.","0.0","0.0","0.0","0.0","0.0","0.7","0.3"
"83","1","4","Flying Waters","15","7","Maelle","Only if you do the same.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"84","1","4","Flying Waters","15","8","Gustave","Oh, I’m running as soon as I see a strand of white hair. Trust me. You won’t even see me, I’m running so fast.","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"85","1","4","Flying Waters","15","9","Maelle","Oh, please. You’re an old man, I can outrun you any day…","0.8","0.0","0.0","0.0","0.0","0.0","0.2"
"86","1","4","Flying Waters","15","10","Gustave","Yeah, right… There was a time when thirsty was young, you know…","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"87","1","4","Flying Waters","15","11","Maelle","Huh, sure…","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"88","1","4","Flying Waters","16","0","Maelle","Surprised to find you here.","0.0","0.0","0.6","0.0","0.0","0.0","0.4"
"89","1","4","Flying Waters","16","1","Lune","I hope we can trust him.","0.0","0.0","0.0","0.0","0.0","0.6","0.4"
"90","1","4","Flying Waters","16","2","Maelle","Well, at least, we can upgrade our Pictos.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"91","1","4","Flying Waters","22","0","Gustave","Been a long time since I’ve seen you play.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"92","1","4","Flying Waters","22","1","Lune","A Gestral village–","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"93","1","4","Flying Waters","22","2","Gustave","Yeah. I still can’t believe they exist. I mean, what other fairy tales are real?","0.0","0.0","0.6","0.0","0.0","0.0","0.4"
"94","1","4","Flying Waters","22","3","Lune","This is ultimately a war of information. But there’s still too much we don’t understand. Where the Paintress comes from? Why she does what she does? Who is she?? Seventy years and we still barely know anything.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"95","1","4","Flying Waters","22","4","Gustave","And the man on the beach. Yeah, too many unknowns. But, if we take down the Paintress, at least that gives future generations a chance to unravel the mystery.","0.0","0.7","0.0","0.0","0.0","0.0","0.3"
"96","1","4","Flying Waters","22","5","Lune","You seem better than– before.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"97","1","4","Flying Waters","22","6","Gustave","Yeah? I’m holding it together?","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"98","1","4","Flying Waters","22","7","Lune","Mm.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"99","1","4","Flying Waters","22","8","Gustave","Shock’s worn off. A bit. We can’t bring anyone back. But I thought we can keep their spirit alive by pushing forward. And at least, there’s three of us now. The mission hasn’t changed.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"100","1","4","Flying Waters","22","9","Lune","Tomorrow comes.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"101","1","4","Flying Waters","22","10","Gustave","Tomorrow comes.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"102","1","4","Flying Waters","23","0","Lune","Did Noco tell you anything about the village, other than “red trees everywhere?”","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"103","1","4","Flying Waters","23","1","Maelle","Noco’s not great with specifics.","0.3","0.0","0.0","0.0","0.0","0.0","0.7"
"104","1","4","Flying Waters","23","2","Gustave","We’ll just have to think like Gestrals then.","0.0","0.3","0.0","0.0","0.0","0.0","0.7"
"0","1","5","Ancient Sanctuary","0","0","Maelle","That’s a lot of red trees to search–","0.0","0.0","0.0","0.0","0.3","0.3","0.4"
"1","1","5","Ancient Sanctuary","0","1","Lune","They must have some sort of track or trail leading to the village.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"2","1","5","Ancient Sanctuary","0","2","Gustave","Wait, I heard something. It might be Nevrons. Be careful, okay?","0.0","0.0","0.0","0.0","0.0","0.7","0.3"
"3","1","5","Ancient Sanctuary","1","0","Maelle","Wow…","0.5","0.0","0.5","0.0","0.0","0.0","0.0"
"4","1","5","Ancient Sanctuary","1","1","Gustave","That’s a lot of dead Nevrons.","0.0","0.0","0.3","0.0","0.4","0.3","0.0"
"5","1","5","Ancient Sanctuary","1","2","Lune","Who did th–","0.0","0.0","0.5","0.0","0.5","0.0","0.0"
"6","1","5","Ancient Sanctuary","1","3","???","(gibberish) NEVRON! ALERT! NEVRON! ALERT!","0.0","0.0","0.0","0.0","0.0","0.8","0.2"
"7","1","5","Ancient Sanctuary","1","4","Gustave","I don’t see any–","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"8","1","5","Ancient Sanctuary","1","5","Lune","I think they mean us.","0.0","0.0","0.3","0.0","0.0","0.4","0.3"
"9","1","5","Ancient Sanctuary","1","6","Maelle","They must be Gestrals! They’re cute, but they’re idiots.","0.4","0.0","0.3","0.0","0.0","0.0","0.3"
"10","1","5","Ancient Sanctuary","1","7","Gustave","Oh, fucking– Hey, hey, we’re NOT Nevrons!","0.0","0.0","0.0","0.7","0.0","0.3","0.0"
"11","1","5","Ancient Sanctuary","2","0","Maelle","Don’t worry, we don’t want to hurt you, Patate. Noco sent us.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","1","5","Ancient Sanctuary","2","1","Karatom","(gibberish) Our Sakapatate was supposed to be INVINCIBLE. Wait– Noco sent you? OH! DID NOCO SEND YOU TO HELP US BUILD A BETTER SAKAPATATE?!","0.3","0.0","0.4","0.0","0.0","0.3","0.0"
"13","1","5","Ancient Sanctuary","2","2","Lune","If you guide us to your village–","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"14","1","5","Ancient Sanctuary","2","3","Karatom","(gibberish) OOOOOH, what’s this? Cool. Ok, deal! Give me the arm for our Sakapatate and I’ll show you the village.","0.4","0.0","0.4","0.0","0.0","0.2","0.0"
"15","1","5","Ancient Sanctuary","2","4","Maelle","Guide us to your village, and maybe, he’ll make you something better.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"16","1","5","Ancient Sanctuary","2","5","Gustave","Wait, what d’you–","0.0","0.0","0.5","0.0","0.0","0.5","0.0"
"17","1","5","Ancient Sanctuary","2","6","Karatom","(gibberish) How do I know you’re not lying?","0.0","0.0","0.3","0.0","0.0","0.4","0.3"
